protocol_id,target_dataset,output_name,horizon_cycles,prediction_origin_cycle,ensemble_state,ensemble_alpha,reset_episode_id,reset_episode_count,freeze_start_cycle,freeze_until_cycle
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,1010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,1060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,1110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,1110.5,PROBATION,0.0,0,0,,-inf
