protocol_id,target_dataset,baseline_cycles,distance_form,removed_feature_group,feature_count,common_monitoring_start_cycle,evidence_type,trajectory_spearman,reference_event_count_common,ablation_event_count_common,matched_event_count,event_collection_jaccard,ablation_events_near_8000,trajectory_stable,event_collection_stable,stability_status
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rx,5,1000.0,acceleration_evidence,0.9522811316838955,5,8,5,0.625,7900.5,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rx,5,1000.0,abrupt_change_evidence,0.9522811316838955,10,10,8,0.6666666666666666,7905.5,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,ry,8,1000.0,low_activity_evidence,0.9569698346161699,2,2,2,1.0,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,ry,8,1000.0,directed_change_evidence,0.9569698346161699,2,3,1,0.25,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,ry,8,1000.0,acceleration_evidence,0.9569698346161699,5,2,2,0.4,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,ry,8,1000.0,abrupt_change_evidence,0.9569698346161699,10,6,6,0.6,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rs,5,1000.0,low_activity_evidence,0.9854240466688017,2,2,2,1.0,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rs,5,1000.0,directed_change_evidence,0.9854240466688017,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rs,5,1000.0,acceleration_evidence,0.9854240466688017,5,8,5,0.625,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,mahalanobis,rs,5,1000.0,abrupt_change_evidence,0.9854240466688017,10,8,8,0.8,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,diagonal,none,9,1000.0,low_activity_evidence,0.9861797232594591,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,none,9,1000.0,directed_change_evidence,0.9861797232594591,2,2,2,1.0,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,diagonal,none,9,1000.0,acceleration_evidence,0.9861797232594591,5,3,3,0.6,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,none,9,1000.0,abrupt_change_evidence,0.9861797232594591,10,8,7,0.6363636363636364,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,rx,5,1000.0,low_activity_evidence,0.9387669514088253,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,rx,5,1000.0,directed_change_evidence,0.9387669514088253,2,2,2,1.0,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,diagonal,rx,5,1000.0,acceleration_evidence,0.9387669514088253,5,4,4,0.8,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,diagonal,rx,5,1000.0,abrupt_change_evidence,0.9387669514088253,10,7,6,0.5454545454545454,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,ry,8,1000.0,low_activity_evidence,0.9483585426478537,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,ry,8,1000.0,directed_change_evidence,0.9483585426478537,2,2,1,0.3333333333333333,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,ry,8,1000.0,acceleration_evidence,0.9483585426478537,5,1,1,0.2,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,ry,8,1000.0,abrupt_change_evidence,0.9483585426478537,10,6,6,0.6,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,rs,5,1000.0,low_activity_evidence,0.9815557940219621,2,2,0,0.0,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,rs,5,1000.0,directed_change_evidence,0.9815557940219621,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,1000,diagonal,rs,5,1000.0,acceleration_evidence,0.9815557940219621,5,6,5,0.8333333333333334,,True,True,PASS
A_Exp1_to_Exp2,Exp2,1000,diagonal,rs,5,1000.0,abrupt_change_evidence,0.9815557940219621,10,9,8,0.7272727272727273,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,none,9,2000.0,low_activity_evidence,0.9871458644267379,2,4,0,0.0,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,none,9,2000.0,directed_change_evidence,0.9871458644267379,2,4,2,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,none,9,2000.0,acceleration_evidence,0.9871458644267379,5,7,5,0.7142857142857143,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,none,9,2000.0,abrupt_change_evidence,0.9871458644267379,10,9,8,0.7272727272727273,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rx,5,2000.0,low_activity_evidence,0.9071516406721459,2,4,0,0.0,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rx,5,2000.0,directed_change_evidence,0.9071516406721459,2,4,2,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rx,5,2000.0,acceleration_evidence,0.9071516406721459,5,6,5,0.8333333333333334,,True,True,PASS
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rx,5,2000.0,abrupt_change_evidence,0.9071516406721459,10,7,6,0.5454545454545454,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,ry,8,2000.0,low_activity_evidence,0.9452308746075763,2,3,1,0.25,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,ry,8,2000.0,directed_change_evidence,0.9452308746075763,2,6,2,0.3333333333333333,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,ry,8,2000.0,acceleration_evidence,0.9452308746075763,5,5,3,0.42857142857142855,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,ry,8,2000.0,abrupt_change_evidence,0.9452308746075763,10,6,6,0.6,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rs,5,2000.0,low_activity_evidence,0.9812948408517522,2,3,1,0.25,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rs,5,2000.0,directed_change_evidence,0.9812948408517522,2,3,2,0.6666666666666666,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rs,5,2000.0,acceleration_evidence,0.9812948408517522,5,6,5,0.8333333333333334,,True,True,PASS
A_Exp1_to_Exp2,Exp2,2000,mahalanobis,rs,5,2000.0,abrupt_change_evidence,0.9812948408517522,10,7,7,0.7,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,none,9,2000.0,low_activity_evidence,0.9733572686244635,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,none,9,2000.0,directed_change_evidence,0.9733572686244635,2,4,2,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,none,9,2000.0,acceleration_evidence,0.9733572686244635,5,7,5,0.7142857142857143,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,none,9,2000.0,abrupt_change_evidence,0.9733572686244635,10,8,7,0.6363636363636364,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rx,5,2000.0,low_activity_evidence,0.9135334381263377,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rx,5,2000.0,directed_change_evidence,0.9135334381263377,2,4,2,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rx,5,2000.0,acceleration_evidence,0.9135334381263377,5,5,4,0.6666666666666666,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rx,5,2000.0,abrupt_change_evidence,0.9135334381263377,10,7,6,0.5454545454545454,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,ry,8,2000.0,low_activity_evidence,0.925320669224515,2,1,1,0.5,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,ry,8,2000.0,directed_change_evidence,0.925320669224515,2,6,2,0.3333333333333333,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,ry,8,2000.0,acceleration_evidence,0.925320669224515,5,3,2,0.3333333333333333,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,ry,8,2000.0,abrupt_change_evidence,0.925320669224515,10,6,6,0.6,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rs,5,2000.0,low_activity_evidence,0.976179825728287,2,1,0,0.0,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rs,5,2000.0,directed_change_evidence,0.976179825728287,2,3,2,0.6666666666666666,,True,False,FAIL
A_Exp1_to_Exp2,Exp2,2000,diagonal,rs,5,2000.0,acceleration_evidence,0.976179825728287,5,6,5,0.8333333333333334,,True,True,PASS
A_Exp1_to_Exp2,Exp2,2000,diagonal,rs,5,2000.0,abrupt_change_evidence,0.976179825728287,10,7,6,0.5454545454545454,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,none,9,1000.0,low_activity_evidence,0.9749469311851359,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,none,9,1000.0,directed_change_evidence,0.9749469311851359,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,none,9,1000.0,acceleration_evidence,0.9749469311851359,1,4,1,0.25,8130.5,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,none,9,1000.0,abrupt_change_evidence,0.9749469311851359,6,7,6,0.8571428571428571,,True,True,PASS
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rx,5,1000.0,low_activity_evidence,0.9831890431915252,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rx,5,1000.0,directed_change_evidence,0.9831890431915252,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rx,5,1000.0,acceleration_evidence,0.9831890431915252,1,5,1,0.2,8120.5,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rx,5,1000.0,abrupt_change_evidence,0.9831890431915252,6,9,5,0.5,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,ry,8,1000.0,low_activity_evidence,0.05987642707352739,8,6,6,0.75,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,ry,8,1000.0,directed_change_evidence,0.05987642707352739,3,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,ry,8,1000.0,acceleration_evidence,0.05987642707352739,1,4,1,0.25,7940.5,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,ry,8,1000.0,abrupt_change_evidence,0.05987642707352739,6,5,4,0.5714285714285714,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rs,5,1000.0,low_activity_evidence,0.9765289351016423,8,7,7,0.875,,True,True,PASS
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rs,5,1000.0,directed_change_evidence,0.9765289351016423,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rs,5,1000.0,acceleration_evidence,0.9765289351016423,1,5,1,0.2,8140.5,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,mahalanobis,rs,5,1000.0,abrupt_change_evidence,0.9765289351016423,6,9,6,0.6666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,none,9,1000.0,low_activity_evidence,0.9217161586548729,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,none,9,1000.0,directed_change_evidence,0.9217161586548729,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,none,9,1000.0,acceleration_evidence,0.9217161586548729,1,3,1,0.3333333333333333,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,none,9,1000.0,abrupt_change_evidence,0.9217161586548729,6,5,4,0.5714285714285714,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rx,5,1000.0,low_activity_evidence,0.9605999159725321,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rx,5,1000.0,directed_change_evidence,0.9605999159725321,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rx,5,1000.0,acceleration_evidence,0.9605999159725321,1,3,1,0.3333333333333333,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rx,5,1000.0,abrupt_change_evidence,0.9605999159725321,6,5,4,0.5714285714285714,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,ry,8,1000.0,low_activity_evidence,0.01283592927795563,8,6,6,0.75,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,ry,8,1000.0,directed_change_evidence,0.01283592927795563,3,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,ry,8,1000.0,acceleration_evidence,0.01283592927795563,1,3,1,0.3333333333333333,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,ry,8,1000.0,abrupt_change_evidence,0.01283592927795563,6,4,3,0.42857142857142855,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rs,5,1000.0,low_activity_evidence,0.9619213704623423,8,5,5,0.625,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rs,5,1000.0,directed_change_evidence,0.9619213704623423,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rs,5,1000.0,acceleration_evidence,0.9619213704623423,1,2,1,0.5,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,500,diagonal,rs,5,1000.0,abrupt_change_evidence,0.9619213704623423,6,4,4,0.6666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,none,9,1000.0,low_activity_evidence,1.0,8,8,8,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,none,9,1000.0,directed_change_evidence,1.0,3,3,3,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,none,9,1000.0,acceleration_evidence,1.0,1,1,1,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,none,9,1000.0,abrupt_change_evidence,1.0,6,6,6,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rx,5,1000.0,low_activity_evidence,0.9970623804697929,8,9,7,0.7,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rx,5,1000.0,directed_change_evidence,0.9970623804697929,3,7,3,0.42857142857142855,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rx,5,1000.0,acceleration_evidence,0.9970623804697929,1,5,1,0.2,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rx,5,1000.0,abrupt_change_evidence,0.9970623804697929,6,12,6,0.5,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,ry,8,1000.0,low_activity_evidence,0.850371687940977,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,ry,8,1000.0,directed_change_evidence,0.850371687940977,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,ry,8,1000.0,acceleration_evidence,0.850371687940977,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,ry,8,1000.0,abrupt_change_evidence,0.850371687940977,6,1,1,0.16666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rs,5,1000.0,low_activity_evidence,0.9935328587627347,8,9,7,0.7,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rs,5,1000.0,directed_change_evidence,0.9935328587627347,3,8,3,0.375,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rs,5,1000.0,acceleration_evidence,0.9935328587627347,1,4,1,0.25,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,mahalanobis,rs,5,1000.0,abrupt_change_evidence,0.9935328587627347,6,10,6,0.6,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,none,9,1000.0,low_activity_evidence,0.9936768186674622,8,6,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,none,9,1000.0,directed_change_evidence,0.9936768186674622,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,none,9,1000.0,acceleration_evidence,0.9936768186674622,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,none,9,1000.0,abrupt_change_evidence,0.9936768186674622,6,1,1,0.16666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,rx,5,1000.0,low_activity_evidence,0.9970107440846927,8,8,8,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,diagonal,rx,5,1000.0,directed_change_evidence,0.9970107440846927,3,3,2,0.5,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,rx,5,1000.0,acceleration_evidence,0.9970107440846927,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,rx,5,1000.0,abrupt_change_evidence,0.9970107440846927,6,4,4,0.6666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,ry,8,1000.0,low_activity_evidence,0.6423389136526072,8,2,2,0.25,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,ry,8,1000.0,directed_change_evidence,0.6423389136526072,3,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,ry,8,1000.0,acceleration_evidence,0.6423389136526072,1,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,ry,8,1000.0,abrupt_change_evidence,0.6423389136526072,6,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,rs,5,1000.0,low_activity_evidence,0.9978294375623747,8,8,8,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,diagonal,rs,5,1000.0,directed_change_evidence,0.9978294375623747,3,5,2,0.3333333333333333,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,1000,diagonal,rs,5,1000.0,acceleration_evidence,0.9978294375623747,1,1,1,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,1000,diagonal,rs,5,1000.0,abrupt_change_evidence,0.9978294375623747,6,4,4,0.6666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,none,9,2000.0,low_activity_evidence,0.9973419957786284,7,6,5,0.625,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,none,9,2000.0,directed_change_evidence,0.9973419957786284,3,4,3,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,none,9,2000.0,acceleration_evidence,0.9973419957786284,1,1,1,1.0,,True,True,PASS
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,none,9,2000.0,abrupt_change_evidence,0.9973419957786284,6,4,4,0.6666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rx,5,2000.0,low_activity_evidence,0.9987906405502469,7,9,6,0.6,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rx,5,2000.0,directed_change_evidence,0.9987906405502469,3,8,3,0.375,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rx,5,2000.0,acceleration_evidence,0.9987906405502469,1,5,1,0.2,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rx,5,2000.0,abrupt_change_evidence,0.9987906405502469,6,7,5,0.625,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,ry,8,2000.0,low_activity_evidence,0.7551436337416414,7,6,5,0.625,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,ry,8,2000.0,directed_change_evidence,0.7551436337416414,3,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,ry,8,2000.0,acceleration_evidence,0.7551436337416414,1,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,ry,8,2000.0,abrupt_change_evidence,0.7551436337416414,6,1,1,0.16666666666666666,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rs,5,2000.0,low_activity_evidence,0.9966919199564273,7,9,6,0.6,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rs,5,2000.0,directed_change_evidence,0.9966919199564273,3,12,3,0.25,7925.5,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rs,5,2000.0,acceleration_evidence,0.9966919199564273,1,4,1,0.25,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,mahalanobis,rs,5,2000.0,abrupt_change_evidence,0.9966919199564273,6,8,5,0.5555555555555556,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,none,9,2000.0,low_activity_evidence,0.9887490839276555,7,3,2,0.25,,True,False,FAIL
